CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,PredictedLabel,ProbabilityFavorable
less_0,15,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,1,male,none,1,savings_insurance,23,stores,own,1,unskilled,1,none,yes,No Risk,No Risk,0.924757438
no_checking,52,outstanding_credit,education,9423,500_to_1000,greater_7,6,female,co-applicant,6,unknown,46,none,free,3,management_self-employed,2,yes,yes,Risk,Risk,0.072869902
0_to_200,13,credits_paid_to_date,car_used,250,less_100,less_1,2,female,none,3,real_estate,20,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.966787593
less_0,11,all_credits_paid_back,car_used,726,less_100,less_1,2,male,none,3,savings_insurance,25,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9500884209999999
less_0,4,all_credits_paid_back,car_new,250,100_to_500,less_1,1,female,none,1,savings_insurance,31,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.953104625
no_checking,33,outstanding_credit,repairs,7607,unknown,greater_7,4,male,co-applicant,4,car_other,55,none,free,2,management_self-employed,2,yes,yes,Risk,Risk,0.083726094
no_checking,32,all_credits_paid_back,radio_tv,4239,100_to_500,4_to_7,4,female,guarantor,3,savings_insurance,36,none,free,2,skilled,1,yes,yes,Risk,Risk,0.393726201
no_checking,31,prior_payments_delayed,car_used,4805,500_to_1000,4_to_7,3,male,none,2,savings_insurance,41,none,own,1,skilled,1,none,yes,Risk,No Risk,0.623328546
less_0,7,all_credits_paid_back,car_used,250,less_100,1_to_4,1,female,none,1,savings_insurance,19,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.958771796
no_checking,38,outstanding_credit,repairs,5837,greater_1000,greater_7,4,male,co-applicant,3,unknown,53,bank,own,2,unemployed,2,yes,yes,Risk,Risk,0.180904581
no_checking,27,prior_payments_delayed,radio_tv,2073,100_to_500,4_to_7,4,male,none,4,savings_insurance,36,none,free,1,management_self-employed,1,none,yes,No Risk,No Risk,0.597067115
no_checking,39,outstanding_credit,radio_tv,7297,unknown,greater_7,5,male,co-applicant,5,unknown,55,none,free,3,skilled,2,yes,yes,Risk,Risk,0.060177565
no_checking,21,credits_paid_to_date,furniture,4116,100_to_500,1_to_4,3,male,none,4,savings_insurance,40,none,own,1,management_self-employed,2,yes,yes,No Risk,No Risk,0.651320195
less_0,18,credits_paid_to_date,radio_tv,2112,less_100,4_to_7,3,male,none,2,car_other,29,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.839257368
0_to_200,4,prior_payments_delayed,car_used,1399,less_100,less_1,1,female,none,2,car_other,30,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.900467205
less_0,18,no_credits,car_new,250,100_to_500,1_to_4,2,female,none,1,savings_insurance,24,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.934251252
no_checking,25,prior_payments_delayed,radio_tv,1646,100_to_500,greater_7,4,male,none,3,savings_insurance,37,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.604790539
0_to_200,30,credits_paid_to_date,radio_tv,2799,greater_1000,4_to_7,2,male,none,2,savings_insurance,40,stores,own,2,unskilled,1,yes,yes,No Risk,No Risk,0.725301086
less_0,4,all_credits_paid_back,car_used,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9834559140000001
less_0,28,outstanding_credit,appliances,6103,greater_1000,4_to_7,4,male,none,2,car_other,33,none,own,3,skilled,1,none,yes,No Risk,No Risk,0.68834759
no_checking,15,credits_paid_to_date,retraining,6698,100_to_500,1_to_4,3,male,none,4,savings_insurance,23,none,rent,1,management_self-employed,2,none,yes,No Risk,No Risk,0.7261748790000001
less_0,23,credits_paid_to_date,repairs,3393,less_100,4_to_7,3,female,none,2,real_estate,35,stores,own,2,unskilled,1,none,yes,No Risk,No Risk,0.807649924
no_checking,27,credits_paid_to_date,radio_tv,5135,greater_1000,1_to_4,3,male,none,4,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.667757202
less_0,11,no_credits,car_new,250,less_100,unemployed,2,female,none,2,savings_insurance,27,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9635666959999999
greater_200,47,prior_payments_delayed,radio_tv,4000,500_to_1000,greater_7,4,male,none,4,savings_insurance,34,none,own,2,skilled,1,yes,yes,Risk,No Risk,0.517027158
0_to_200,16,credits_paid_to_date,furniture,1770,500_to_1000,1_to_4,2,male,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.8972824640000001
no_checking,22,prior_payments_delayed,repairs,3269,100_to_500,1_to_4,4,female,none,2,real_estate,30,stores,own,1,unskilled,2,none,yes,No Risk,No Risk,0.803655804
0_to_200,22,credits_paid_to_date,radio_tv,4547,less_100,1_to_4,2,male,none,3,car_other,40,none,rent,2,skilled,1,yes,yes,Risk,No Risk,0.625722318
less_0,24,prior_payments_delayed,car_used,250,less_100,4_to_7,1,male,none,3,real_estate,19,bank,own,1,unemployed,1,none,yes,No Risk,No Risk,0.854797548
0_to_200,21,credits_paid_to_date,radio_tv,3846,less_100,1_to_4,2,female,co-applicant,3,car_other,51,stores,own,1,unskilled,1,yes,yes,Risk,No Risk,0.668733457
no_checking,35,outstanding_credit,radio_tv,3722,unknown,1_to_4,3,male,none,4,savings_insurance,39,none,own,2,skilled,1,yes,yes,Risk,No Risk,0.602318292
0_to_200,37,outstanding_credit,other,7323,greater_1000,4_to_7,3,male,none,4,unknown,34,stores,own,2,unskilled,2,yes,yes,No Risk,No Risk,0.52402668
greater_200,13,credits_paid_to_date,car_new,250,greater_1000,4_to_7,3,male,none,4,real_estate,29,none,rent,3,skilled,1,none,yes,Risk,No Risk,0.8735178370000001
less_0,15,prior_payments_delayed,furniture,846,less_100,4_to_7,3,male,none,2,car_other,42,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.874647207
no_checking,17,credits_paid_to_date,car_new,3245,100_to_500,4_to_7,4,male,none,4,savings_insurance,43,none,own,1,management_self-employed,2,yes,yes,No Risk,No Risk,0.649174055
less_0,8,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,male,none,1,savings_insurance,25,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9565878879999999
0_to_200,18,prior_payments_delayed,radio_tv,3069,100_to_500,4_to_7,2,male,co-applicant,2,car_other,27,stores,own,1,skilled,1,yes,yes,No Risk,No Risk,0.771044776
no_checking,29,outstanding_credit,other,6934,500_to_1000,greater_7,5,male,co-applicant,5,car_other,51,none,own,3,skilled,2,yes,yes,Risk,Risk,0.09987439599999999
no_checking,28,outstanding_credit,radio_tv,6254,greater_1000,greater_7,4,male,co-applicant,3,unknown,44,none,free,2,skilled,1,yes,yes,Risk,Risk,0.144509791
no_checking,32,prior_payments_delayed,appliances,7254,100_to_500,4_to_7,4,female,none,3,savings_insurance,45,none,own,2,skilled,2,none,yes,Risk,No Risk,0.534500475
0_to_200,19,credits_paid_to_date,furniture,539,100_to_500,1_to_4,3,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.915733628
0_to_200,31,outstanding_credit,appliances,4226,unknown,greater_7,4,male,guarantor,4,unknown,59,stores,free,2,unskilled,1,yes,yes,Risk,Risk,0.284753532
no_checking,30,prior_payments_delayed,appliances,2047,500_to_1000,4_to_7,4,female,co-applicant,4,car_other,49,none,own,1,skilled,1,yes,yes,No Risk,Risk,0.32417561100000003
less_0,32,credits_paid_to_date,appliances,4619,less_100,4_to_7,4,male,none,3,car_other,29,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.6413861989999999
0_to_200,22,credits_paid_to_date,radio_tv,250,less_100,1_to_4,3,female,none,2,savings_insurance,38,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.816975385
0_to_200,31,prior_payments_delayed,furniture,4367,greater_1000,less_1,3,male,none,4,savings_insurance,33,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.6150551129999999
no_checking,13,credits_paid_to_date,car_used,6338,greater_1000,less_1,3,male,none,4,savings_insurance,23,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.79258859
0_to_200,21,no_credits,car_new,6221,less_100,less_1,2,female,none,3,real_estate,34,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.7822066
0_to_200,33,outstanding_credit,appliances,1243,500_to_1000,greater_7,4,male,none,2,savings_insurance,33,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.73626226
no_checking,28,prior_payments_delayed,appliances,4818,100_to_500,greater_7,4,male,none,4,savings_insurance,40,none,own,1,skilled,1,none,yes,Risk,No Risk,0.554442452
0_to_200,17,no_credits,car_new,2479,less_100,1_to_4,3,female,none,3,savings_insurance,37,none,own,1,skilled,1,none,no,No Risk,No Risk,0.779548005
no_checking,27,outstanding_credit,furniture,8334,unknown,4_to_7,4,male,co-applicant,4,unknown,45,none,own,3,skilled,2,yes,yes,Risk,Risk,0.212703955
0_to_200,4,all_credits_paid_back,car_new,1403,100_to_500,4_to_7,3,male,none,2,savings_insurance,31,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.90760989
greater_200,27,outstanding_credit,appliances,5176,500_to_1000,1_to_4,4,male,none,4,savings_insurance,44,none,own,2,management_self-employed,1,none,yes,No Risk,No Risk,0.64359133
greater_200,22,outstanding_credit,radio_tv,2396,100_to_500,4_to_7,4,male,none,2,savings_insurance,32,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.7679288740000001
no_checking,32,outstanding_credit,repairs,5914,unknown,greater_7,4,male,co-applicant,4,unknown,58,none,free,2,skilled,2,yes,yes,Risk,Risk,0.07980954400000001
no_checking,31,prior_payments_delayed,business,2683,100_to_500,greater_7,3,female,guarantor,2,savings_insurance,60,stores,free,1,skilled,1,yes,yes,Risk,Risk,0.361140281
0_to_200,27,outstanding_credit,appliances,3701,100_to_500,4_to_7,4,female,none,4,car_other,42,none,own,2,skilled,2,none,yes,No Risk,No Risk,0.551356957
no_checking,48,outstanding_credit,education,9306,unknown,greater_7,6,male,co-applicant,6,unknown,38,none,free,3,skilled,2,yes,yes,Risk,Risk,0.110279565
0_to_200,18,credits_paid_to_date,appliances,1885,500_to_1000,less_1,2,male,none,3,car_other,45,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.769204173
less_0,4,all_credits_paid_back,car_new,1190,less_100,1_to_4,2,female,none,3,real_estate,28,bank,own,1,unskilled,1,none,yes,No Risk,No Risk,0.935572375
no_checking,38,outstanding_credit,other,6168,greater_1000,greater_7,4,male,co-applicant,3,unknown,48,none,free,2,skilled,1,yes,yes,Risk,Risk,0.09696373300000001
no_checking,8,prior_payments_delayed,retraining,1660,greater_1000,1_to_4,3,female,none,2,car_other,28,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.817308965
no_checking,29,prior_payments_delayed,education,8655,100_to_500,1_to_4,3,female,none,4,unknown,48,stores,free,2,unskilled,1,yes,yes,No Risk,Risk,0.435908177
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,1,female,none,1,savings_insurance,28,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.9443215
no_checking,28,prior_payments_delayed,appliances,5688,100_to_500,4_to_7,3,female,none,4,car_other,43,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.528386073
no_checking,24,prior_payments_delayed,business,5678,100_to_500,1_to_4,3,female,none,3,unknown,34,stores,own,1,unskilled,1,yes,yes,No Risk,No Risk,0.673109065
no_checking,39,prior_payments_delayed,other,6476,500_to_1000,greater_7,5,male,none,3,savings_insurance,39,none,free,2,skilled,1,none,yes,Risk,Risk,0.49848082
greater_200,12,prior_payments_delayed,furniture,264,greater_1000,4_to_7,3,male,co-applicant,3,car_other,48,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.669517616
no_checking,26,prior_payments_delayed,car_used,4787,500_to_1000,4_to_7,3,male,none,2,car_other,50,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.40945704
0_to_200,18,credits_paid_to_date,furniture,250,less_100,less_1,2,female,co-applicant,2,real_estate,20,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.91602747
greater_200,19,credits_paid_to_date,radio_tv,6056,100_to_500,less_1,3,female,none,4,savings_insurance,44,stores,own,1,skilled,2,yes,yes,No Risk,No Risk,0.674817412
no_checking,27,prior_payments_delayed,appliances,5414,100_to_500,1_to_4,3,male,none,4,car_other,40,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.593758779
less_0,15,credits_paid_to_date,car_new,2044,less_100,unemployed,2,female,none,3,real_estate,25,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.9182069079999999
less_0,17,all_credits_paid_back,car_used,1115,less_100,unemployed,2,female,none,1,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9364937390000001
less_0,28,credits_paid_to_date,car_used,999,less_100,1_to_4,2,female,none,1,savings_insurance,30,stores,own,2,unskilled,1,none,yes,No Risk,No Risk,0.806466572
no_checking,13,credits_paid_to_date,car_new,3024,less_100,less_1,2,male,none,3,real_estate,30,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.8914221520000001
no_checking,27,prior_payments_delayed,car_used,7055,100_to_500,less_1,2,male,none,3,car_other,42,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.64188447
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,3,savings_insurance,25,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9620755609999999
no_checking,40,outstanding_credit,other,7925,greater_1000,greater_7,5,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,2,yes,yes,Risk,Risk,0.062031398
no_checking,8,credits_paid_to_date,appliances,4994,less_100,1_to_4,3,male,none,2,car_other,32,none,own,1,management_self-employed,2,none,yes,No Risk,No Risk,0.797701436
no_checking,28,prior_payments_delayed,radio_tv,5123,100_to_500,4_to_7,4,male,none,4,savings_insurance,48,none,own,2,management_self-employed,1,yes,yes,Risk,Risk,0.486838848
0_to_200,41,outstanding_credit,appliances,6543,500_to_1000,greater_7,3,male,co-applicant,3,unknown,40,bank,own,2,unemployed,2,yes,no,Risk,Risk,0.33816144600000003
no_checking,38,prior_payments_delayed,furniture,5495,500_to_1000,4_to_7,3,male,none,4,savings_insurance,44,none,free,2,skilled,1,yes,yes,Risk,Risk,0.462451402
no_checking,40,outstanding_credit,appliances,3279,greater_1000,greater_7,5,male,co-applicant,4,unknown,39,none,free,2,skilled,1,yes,yes,Risk,Risk,0.127880777
no_checking,37,outstanding_credit,repairs,6203,unknown,greater_7,5,male,co-applicant,4,unknown,57,none,own,4,skilled,2,yes,yes,Risk,Risk,0.082937028
no_checking,28,outstanding_credit,other,7522,500_to_1000,1_to_4,4,male,none,5,car_other,42,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.5734901020000001
less_0,8,all_credits_paid_back,car_used,557,less_100,less_1,1,female,none,1,savings_insurance,39,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.934585845
less_0,4,prior_payments_delayed,car_used,250,500_to_1000,4_to_7,3,male,none,1,real_estate,30,none,own,1,skilled,2,none,yes,No Risk,No Risk,0.940363483
less_0,23,credits_paid_to_date,furniture,1993,500_to_1000,1_to_4,3,male,none,2,savings_insurance,31,none,own,1,skilled,2,none,yes,No Risk,No Risk,0.784744425
0_to_200,24,credits_paid_to_date,car_new,447,less_100,4_to_7,2,female,none,3,real_estate,40,stores,free,2,skilled,2,yes,yes,No Risk,No Risk,0.763030257
less_0,28,credits_paid_to_date,furniture,3999,500_to_1000,greater_7,2,male,none,1,savings_insurance,40,bank,own,2,unemployed,1,yes,yes,No Risk,No Risk,0.7083858209999999
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,1,female,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.9443215
no_checking,40,prior_payments_delayed,other,6055,500_to_1000,1_to_4,3,male,none,4,unknown,37,none,free,2,skilled,1,yes,yes,No Risk,Risk,0.48847038299999995
no_checking,33,outstanding_credit,furniture,6053,500_to_1000,4_to_7,5,male,none,4,unknown,54,none,free,2,skilled,2,yes,yes,Risk,Risk,0.23976490399999997
less_0,12,all_credits_paid_back,car_new,2775,less_100,1_to_4,2,male,none,2,car_other,33,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.849826533
no_checking,25,prior_payments_delayed,radio_tv,1678,100_to_500,1_to_4,4,male,none,4,savings_insurance,30,stores,own,1,unskilled,1,none,yes,No Risk,No Risk,0.69442107
no_checking,35,prior_payments_delayed,appliances,6711,500_to_1000,4_to_7,4,male,none,4,car_other,41,none,own,2,skilled,1,yes,yes,Risk,Risk,0.44276630299999997
no_checking,25,prior_payments_delayed,appliances,4946,100_to_500,4_to_7,4,female,none,2,savings_insurance,49,none,free,2,skilled,1,yes,yes,Risk,Risk,0.446661643
less_0,14,all_credits_paid_back,car_new,250,less_100,1_to_4,3,female,none,3,savings_insurance,30,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.914608857
no_checking,29,outstanding_credit,appliances,5350,500_to_1000,4_to_7,4,male,none,3,car_other,50,stores,own,1,unskilled,1,none,no,No Risk,Risk,0.479857811
0_to_200,18,prior_payments_delayed,car_used,2317,greater_1000,4_to_7,3,male,none,3,savings_insurance,36,bank,rent,2,unemployed,1,none,yes,No Risk,No Risk,0.69286483
less_0,27,prior_payments_delayed,car_used,403,greater_1000,1_to_4,3,female,none,2,savings_insurance,26,stores,own,2,unskilled,1,none,yes,Risk,No Risk,0.781602432
less_0,21,prior_payments_delayed,radio_tv,1593,less_100,greater_7,2,female,none,1,car_other,34,stores,own,1,unskilled,1,none,yes,No Risk,No Risk,0.800848042
no_checking,16,credits_paid_to_date,furniture,4104,greater_1000,1_to_4,4,male,none,4,savings_insurance,25,none,own,1,management_self-employed,1,none,no,Risk,No Risk,0.735010831
no_checking,40,outstanding_credit,education,6975,greater_1000,greater_7,5,male,co-applicant,5,unknown,45,none,own,2,skilled,1,yes,yes,Risk,Risk,0.079316883
0_to_200,35,prior_payments_delayed,business,6474,greater_1000,4_to_7,4,male,none,4,car_other,36,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.557461405
0_to_200,22,credits_paid_to_date,car_new,2916,less_100,1_to_4,2,male,none,3,real_estate,36,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.780807095
greater_200,24,credits_paid_to_date,car_used,1837,less_100,1_to_4,2,male,none,3,savings_insurance,27,none,rent,1,skilled,1,none,yes,Risk,No Risk,0.7496171420000001
0_to_200,25,outstanding_credit,furniture,3897,100_to_500,4_to_7,2,female,none,3,car_other,37,bank,own,1,unemployed,1,none,yes,Risk,No Risk,0.6810844420000001
0_to_200,22,outstanding_credit,education,9180,less_100,4_to_7,3,male,none,3,unknown,38,none,own,2,skilled,1,none,yes,Risk,No Risk,0.515135431
0_to_200,19,credits_paid_to_date,furniture,2156,less_100,4_to_7,3,male,none,2,real_estate,46,none,free,1,skilled,1,none,yes,No Risk,No Risk,0.7783503890000001
less_0,4,all_credits_paid_back,radio_tv,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
greater_200,41,outstanding_credit,repairs,5551,500_to_1000,greater_7,4,male,guarantor,3,car_other,58,stores,free,2,unskilled,2,yes,yes,Risk,Risk,0.35166407
0_to_200,6,all_credits_paid_back,education,438,100_to_500,less_1,3,female,none,3,savings_insurance,30,none,rent,2,skilled,1,none,yes,No Risk,No Risk,0.9253754000000001
0_to_200,18,credits_paid_to_date,car_new,1346,less_100,1_to_4,2,male,none,2,real_estate,31,stores,own,2,skilled,1,none,yes,Risk,No Risk,0.850265075
0_to_200,23,credits_paid_to_date,car_new,4202,100_to_500,less_1,3,male,none,2,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.849561248
no_checking,32,prior_payments_delayed,business,7467,100_to_500,1_to_4,4,male,guarantor,4,car_other,41,none,free,1,management_self-employed,1,yes,yes,No Risk,No Risk,0.5661832210000001
less_0,6,no_credits,car_new,250,100_to_500,1_to_4,2,female,none,3,real_estate,25,none,rent,2,skilled,1,none,yes,No Risk,No Risk,0.921064894
no_checking,32,outstanding_credit,appliances,5428,500_to_1000,greater_7,5,male,co-applicant,4,unknown,45,none,own,1,skilled,1,none,yes,Risk,Risk,0.214040247
